doc_ID,date,sentence_id,context,detect_evidence_response,type_of_evidence_response,source_of_evidence_response,evidence_frame_response,associated_emotion_response,detect_source_response,journalist_question_response,country_source_response
202012011q,2020-12-01,59,"Puis, si elle vous demande d'aller passer un test, je pense, c'est la responsabilité qu'on a comme citoyen. Il faut être responsable. Le virus est grave. Donc, il faut prendre ça au sérieux. Puis, quand on vous appelle pour faire du traçage, bien, il faut écouter les consignes.",non,,,,,non,non,
202012011q,2020-12-01,60,"Il faut être responsable. Le virus est grave. Donc, il faut prendre ça au sérieux. Puis, quand on vous appelle pour faire du traçage, bien, il faut écouter les consignes. Donc, je termine en vous disant :",non,,,,,non,non,
202012011q,2020-12-01,61,"Le virus est grave. Donc, il faut prendre ça au sérieux. Puis, quand on vous appelle pour faire du traçage, bien, il faut écouter les consignes. Donc, je termine en vous disant : Le vaccin s'en vient dans les prochains mois.",non,,,,,non,non,
202012011q,2020-12-01,62,"Donc, il faut prendre ça au sérieux. Puis, quand on vous appelle pour faire du traçage, bien, il faut écouter les consignes. Donc, je termine en vous disant : Le vaccin s'en vient dans les prochains mois. Si tout le monde fait sa part, bien, moi, je suis convaincu, on va pouvoir revenir à une vie qui est normale.",non,,,,,non,non,
202012011q,2020-12-01,63,"Puis, quand on vous appelle pour faire du traçage, bien, il faut écouter les consignes. Donc, je termine en vous disant : Le vaccin s'en vient dans les prochains mois. Si tout le monde fait sa part, bien, moi, je suis convaincu, on va pouvoir revenir à une vie qui est normale. Puis je comprends, là, moi le premier, on a hâte de revoir nos amis, de revoir notre famille, mais il y a des mois difficiles devant nous.",non,,,,,non,non,
202012011q,2020-12-01,64,"Donc, je termine en vous disant : Le vaccin s'en vient dans les prochains mois. Si tout le monde fait sa part, bien, moi, je suis convaincu, on va pouvoir revenir à une vie qui est normale. Puis je comprends, là, moi le premier, on a hâte de revoir nos amis, de revoir notre famille, mais il y a des mois difficiles devant nous. We must continue all our efforts.",non,,,,,non,non,
202012011q,2020-12-01,65,"Le vaccin s'en vient dans les prochains mois. Si tout le monde fait sa part, bien, moi, je suis convaincu, on va pouvoir revenir à une vie qui est normale. Puis je comprends, là, moi le premier, on a hâte de revoir nos amis, de revoir notre famille, mais il y a des mois difficiles devant nous. We must continue all our efforts. Le Modérateur : Merci.",non,,,,,non,non,
202012011q,2020-12-01,66,"Si tout le monde fait sa part, bien, moi, je suis convaincu, on va pouvoir revenir à une vie qui est normale. Puis je comprends, là, moi le premier, on a hâte de revoir nos amis, de revoir notre famille, mais il y a des mois difficiles devant nous. We must continue all our efforts. Le Modérateur : Merci. Nous allons amorcer la période des questions avec Patrice Bergeron de LaPresse canadienne.",non,,,,,non,non,
202012011q,2020-12-01,67,"Puis je comprends, là, moi le premier, on a hâte de revoir nos amis, de revoir notre famille, mais il y a des mois difficiles devant nous. We must continue all our efforts. Le Modérateur : Merci. Nous allons amorcer la période des questions avec Patrice Bergeron de LaPresse canadienne. Bergeron (Patrice) : Bonjour, messieurs.",non,,,,,non,non,
202012011q,2020-12-01,68,"We must continue all our efforts. Le Modérateur : Merci. Nous allons amorcer la période des questions avec Patrice Bergeron de LaPresse canadienne. Bergeron (Patrice) : Bonjour, messieurs. Tout d'abord, l'opposition officielle a fait une proposition, une demande officielle à la Commission de la santé et des services sociaux pour que M. Arruda puisse comparaître devant les parlementaires et être questionné.",non,,,,,non,oui,
202012011q,2020-12-01,69,"Le Modérateur : Merci. Nous allons amorcer la période des questions avec Patrice Bergeron de LaPresse canadienne. Bergeron (Patrice) : Bonjour, messieurs. Tout d'abord, l'opposition officielle a fait une proposition, une demande officielle à la Commission de la santé et des services sociaux pour que M. Arruda puisse comparaître devant les parlementaires et être questionné. Donc, question autant à M. Legault qu'à M. Arruda, accepteriez-vous d'aller à la commission parlementaire?",non,,,,,non,oui,
202012011q,2020-12-01,70,"Nous allons amorcer la période des questions avec Patrice Bergeron de LaPresse canadienne. Bergeron (Patrice) : Bonjour, messieurs. Tout d'abord, l'opposition officielle a fait une proposition, une demande officielle à la Commission de la santé et des services sociaux pour que M. Arruda puisse comparaître devant les parlementaires et être questionné. Donc, question autant à M. Legault qu'à M. Arruda, accepteriez-vous d'aller à la commission parlementaire? Et, deuxième chose, M. Legault, allez-vous dire O. à vos députés pour qu'ils votent en faveur de ce mandat d'initiative?",non,,,,,non,oui,
202012011q,2020-12-01,71,"Bergeron (Patrice) : Bonjour, messieurs. Tout d'abord, l'opposition officielle a fait une proposition, une demande officielle à la Commission de la santé et des services sociaux pour que M. Arruda puisse comparaître devant les parlementaires et être questionné. Donc, question autant à M. Legault qu'à M. Arruda, accepteriez-vous d'aller à la commission parlementaire? Et, deuxième chose, M. Legault, allez-vous dire O. à vos députés pour qu'ils votent en faveur de ce mandat d'initiative? M. Bien, écoutez, moi, je suis.",non,,,,,non,oui,
202012011q,2020-12-01,72,"Tout d'abord, l'opposition officielle a fait une proposition, une demande officielle à la Commission de la santé et des services sociaux pour que M. Arruda puisse comparaître devant les parlementaires et être questionné. Donc, question autant à M. Legault qu'à M. Arruda, accepteriez-vous d'aller à la commission parlementaire? Et, deuxième chose, M. Legault, allez-vous dire O. à vos députés pour qu'ils votent en faveur de ce mandat d'initiative? M. Bien, écoutez, moi, je suis. on n'a rien à cacher, donc, moi, je suis ouvert à ce que le Dr Arruda puisse effectivement aller répondre aux questions des députés.",non,,,,,non,oui,
202012011q,2020-12-01,73,"Donc, question autant à M. Legault qu'à M. Arruda, accepteriez-vous d'aller à la commission parlementaire? Et, deuxième chose, M. Legault, allez-vous dire O. à vos députés pour qu'ils votent en faveur de ce mandat d'initiative? M. Bien, écoutez, moi, je suis. on n'a rien à cacher, donc, moi, je suis ouvert à ce que le Dr Arruda puisse effectivement aller répondre aux questions des députés. Évidemment, il est un petit peu occupé actuellement, donc il faut voir quel est le meilleur moment pour faire ça.",non,,,,,non,oui,
202012011q,2020-12-01,74,"Et, deuxième chose, M. Legault, allez-vous dire O. à vos députés pour qu'ils votent en faveur de ce mandat d'initiative? M. Bien, écoutez, moi, je suis. on n'a rien à cacher, donc, moi, je suis ouvert à ce que le Dr Arruda puisse effectivement aller répondre aux questions des députés. Évidemment, il est un petit peu occupé actuellement, donc il faut voir quel est le meilleur moment pour faire ça. Mais on n'a rien à cacher, là.",non,,,,,non,non,
202012011q,2020-12-01,75,"M. Bien, écoutez, moi, je suis. on n'a rien à cacher, donc, moi, je suis ouvert à ce que le Dr Arruda puisse effectivement aller répondre aux questions des députés. Évidemment, il est un petit peu occupé actuellement, donc il faut voir quel est le meilleur moment pour faire ça. Mais on n'a rien à cacher, là. Donc, on va voir avec l'opposition, effectivement, quand et comment on peut faire ça, si le Dr Arruda le veut bien.",non,,,,,non,non,
202012011q,2020-12-01,76,"on n'a rien à cacher, donc, moi, je suis ouvert à ce que le Dr Arruda puisse effectivement aller répondre aux questions des députés. Évidemment, il est un petit peu occupé actuellement, donc il faut voir quel est le meilleur moment pour faire ça. Mais on n'a rien à cacher, là. Donc, on va voir avec l'opposition, effectivement, quand et comment on peut faire ça, si le Dr Arruda le veut bien. Arruda (Horacio) :",non,,,,,non,non,
202012011q,2020-12-01,77,"Évidemment, il est un petit peu occupé actuellement, donc il faut voir quel est le meilleur moment pour faire ça. Mais on n'a rien à cacher, là. Donc, on va voir avec l'opposition, effectivement, quand et comment on peut faire ça, si le Dr Arruda le veut bien. Arruda (Horacio) : Je pense qu'en tant qu'homme qui est là pour la population du Québec, si on me demande de me présenter, je vais, bien entendu, comme à chaque fois que j'ai été demandé, me présenter.",non,,,,,non,non,
202012011q,2020-12-01,78,"Mais on n'a rien à cacher, là. Donc, on va voir avec l'opposition, effectivement, quand et comment on peut faire ça, si le Dr Arruda le veut bien. Arruda (Horacio) : Je pense qu'en tant qu'homme qui est là pour la population du Québec, si on me demande de me présenter, je vais, bien entendu, comme à chaque fois que j'ai été demandé, me présenter. Bergeron (Patrice) : Et par ailleurs, M. Legault, vous avez des hôpitaux en difficulté, là.",non,,,,,non,non,
202012011q,2020-12-01,79,"Donc, on va voir avec l'opposition, effectivement, quand et comment on peut faire ça, si le Dr Arruda le veut bien. Arruda (Horacio) : Je pense qu'en tant qu'homme qui est là pour la population du Québec, si on me demande de me présenter, je vais, bien entendu, comme à chaque fois que j'ai été demandé, me présenter. Bergeron (Patrice) : Et par ailleurs, M. Legault, vous avez des hôpitaux en difficulté, là. Est-ce que vous pourriez être plus précis sur les statistiques, le nombre de lits occupés dans ces hôpitaux-là, préciser exactement quels sont les problèmes qui surviennent?",non,,,,,non,oui,
202012011q,2020-12-01,80,"Arruda (Horacio) : Je pense qu'en tant qu'homme qui est là pour la population du Québec, si on me demande de me présenter, je vais, bien entendu, comme à chaque fois que j'ai été demandé, me présenter. Bergeron (Patrice) : Et par ailleurs, M. Legault, vous avez des hôpitaux en difficulté, là. Est-ce que vous pourriez être plus précis sur les statistiques, le nombre de lits occupés dans ces hôpitaux-là, préciser exactement quels sont les problèmes qui surviennent? M. Legault : Bien, il y a beaucoup de statistiques qu'on peut regarder, là.",non,,,,,non,oui,
202012011q,2020-12-01,81,"Je pense qu'en tant qu'homme qui est là pour la population du Québec, si on me demande de me présenter, je vais, bien entendu, comme à chaque fois que j'ai été demandé, me présenter. Bergeron (Patrice) : Et par ailleurs, M. Legault, vous avez des hôpitaux en difficulté, là. Est-ce que vous pourriez être plus précis sur les statistiques, le nombre de lits occupés dans ces hôpitaux-là, préciser exactement quels sont les problèmes qui surviennent? M. Legault : Bien, il y a beaucoup de statistiques qu'on peut regarder, là. Je vous ai nommé quatre hôpitaux où la capacité qu'on avait prévue pour le nombre de patients COVID approche de la limite qui avait été fixée.",non,,,,,non,oui,
202012011q,2020-12-01,82,"Bergeron (Patrice) : Et par ailleurs, M. Legault, vous avez des hôpitaux en difficulté, là. Est-ce que vous pourriez être plus précis sur les statistiques, le nombre de lits occupés dans ces hôpitaux-là, préciser exactement quels sont les problèmes qui surviennent? M. Legault : Bien, il y a beaucoup de statistiques qu'on peut regarder, là. Je vous ai nommé quatre hôpitaux où la capacité qu'on avait prévue pour le nombre de patients COVID approche de la limite qui avait été fixée. Mais il y a d'autres hôpitaux aussi, je regarde le CHUM, je regarde Maisonneuve-Rosemont, je regarde Pierre-Boucher, où les autres patients aussi sont nombreux, les urgences sont congestionnées.",non,,,,,non,oui,
202012011q,2020-12-01,83,"Est-ce que vous pourriez être plus précis sur les statistiques, le nombre de lits occupés dans ces hôpitaux-là, préciser exactement quels sont les problèmes qui surviennent? M. Legault : Bien, il y a beaucoup de statistiques qu'on peut regarder, là. Je vous ai nommé quatre hôpitaux où la capacité qu'on avait prévue pour le nombre de patients COVID approche de la limite qui avait été fixée. Mais il y a d'autres hôpitaux aussi, je regarde le CHUM, je regarde Maisonneuve-Rosemont, je regarde Pierre-Boucher, où les autres patients aussi sont nombreux, les urgences sont congestionnées. Il faut comprendre que c'est tout le même personnel, là, qui est utilisé à Québec.",non,,,,,non,non,
202012011q,2020-12-01,84,"M. Legault : Bien, il y a beaucoup de statistiques qu'on peut regarder, là. Je vous ai nommé quatre hôpitaux où la capacité qu'on avait prévue pour le nombre de patients COVID approche de la limite qui avait été fixée. Mais il y a d'autres hôpitaux aussi, je regarde le CHUM, je regarde Maisonneuve-Rosemont, je regarde Pierre-Boucher, où les autres patients aussi sont nombreux, les urgences sont congestionnées. Il faut comprendre que c'est tout le même personnel, là, qui est utilisé à Québec. On aimerait ça être capable de prendre une partie du personnel des hôpitaux, les envoyer dans les CHSLD, mais, à un moment donné, c'est toutes les mêmes infirmières puis le même personnel.",non,,,,,non,non,
202012011q,2020-12-01,85,"Je vous ai nommé quatre hôpitaux où la capacité qu'on avait prévue pour le nombre de patients COVID approche de la limite qui avait été fixée. Mais il y a d'autres hôpitaux aussi, je regarde le CHUM, je regarde Maisonneuve-Rosemont, je regarde Pierre-Boucher, où les autres patients aussi sont nombreux, les urgences sont congestionnées. Il faut comprendre que c'est tout le même personnel, là, qui est utilisé à Québec. On aimerait ça être capable de prendre une partie du personnel des hôpitaux, les envoyer dans les CHSLD, mais, à un moment donné, c'est toutes les mêmes infirmières puis le même personnel. Donc, il faut vraiment regarder l'ensemble du portrait, il faut regarder ce qui a déjà été délesté, ce qu'on serait prêt à délester comme activité additionnelle.",non,,,,,non,non,
202012011q,2020-12-01,86,"Mais il y a d'autres hôpitaux aussi, je regarde le CHUM, je regarde Maisonneuve-Rosemont, je regarde Pierre-Boucher, où les autres patients aussi sont nombreux, les urgences sont congestionnées. Il faut comprendre que c'est tout le même personnel, là, qui est utilisé à Québec. On aimerait ça être capable de prendre une partie du personnel des hôpitaux, les envoyer dans les CHSLD, mais, à un moment donné, c'est toutes les mêmes infirmières puis le même personnel. Donc, il faut vraiment regarder l'ensemble du portrait, il faut regarder ce qui a déjà été délesté, ce qu'on serait prêt à délester comme activité additionnelle. Donc, il n'y a pas de réponse, malheureusement, précise à votre question.",non,,,,,non,non,
202012011q,2020-12-01,87,"Il faut comprendre que c'est tout le même personnel, là, qui est utilisé à Québec. On aimerait ça être capable de prendre une partie du personnel des hôpitaux, les envoyer dans les CHSLD, mais, à un moment donné, c'est toutes les mêmes infirmières puis le même personnel. Donc, il faut vraiment regarder l'ensemble du portrait, il faut regarder ce qui a déjà été délesté, ce qu'on serait prêt à délester comme activité additionnelle. Donc, il n'y a pas de réponse, malheureusement, précise à votre question. Dubé : Bien, peut-être, je donnerais l'exemple de Québec, là, parce que je pense que ça permet d'être pratique, là.",non,,,,,non,non,
202012011q,2020-12-01,88,"On aimerait ça être capable de prendre une partie du personnel des hôpitaux, les envoyer dans les CHSLD, mais, à un moment donné, c'est toutes les mêmes infirmières puis le même personnel. Donc, il faut vraiment regarder l'ensemble du portrait, il faut regarder ce qui a déjà été délesté, ce qu'on serait prêt à délester comme activité additionnelle. Donc, il n'y a pas de réponse, malheureusement, précise à votre question. Dubé : Bien, peut-être, je donnerais l'exemple de Québec, là, parce que je pense que ça permet d'être pratique, là. J'en ai parlé avec le premier ministre dans les derniers jours, à Québec, en ce moment, là, c'est ça, la question qu'on se pose.",non,,,,,non,non,
202012011q,2020-12-01,89,"Donc, il faut vraiment regarder l'ensemble du portrait, il faut regarder ce qui a déjà été délesté, ce qu'on serait prêt à délester comme activité additionnelle. Donc, il n'y a pas de réponse, malheureusement, précise à votre question. Dubé : Bien, peut-être, je donnerais l'exemple de Québec, là, parce que je pense que ça permet d'être pratique, là. J'en ai parlé avec le premier ministre dans les derniers jours, à Québec, en ce moment, là, c'est ça, la question qu'on se pose. C'est qu'on a des enjeux dans les RPA.",non,,,,,non,non,
202012011q,2020-12-01,90,"Donc, il n'y a pas de réponse, malheureusement, précise à votre question. Dubé : Bien, peut-être, je donnerais l'exemple de Québec, là, parce que je pense que ça permet d'être pratique, là. J'en ai parlé avec le premier ministre dans les derniers jours, à Québec, en ce moment, là, c'est ça, la question qu'on se pose. C'est qu'on a des enjeux dans les RPA. Vous le savez, il y a eu des éclosions dans les RPA.",non,,,,,non,non,
202012011q,2020-12-01,91,"Dubé : Bien, peut-être, je donnerais l'exemple de Québec, là, parce que je pense que ça permet d'être pratique, là. J'en ai parlé avec le premier ministre dans les derniers jours, à Québec, en ce moment, là, c'est ça, la question qu'on se pose. C'est qu'on a des enjeux dans les RPA. Vous le savez, il y a eu des éclosions dans les RPA. Il n'y a pas, dans les RPA, habituellement, le personnel infirmier qui est là.",non,,,,,non,non,
202012011q,2020-12-01,92,"J'en ai parlé avec le premier ministre dans les derniers jours, à Québec, en ce moment, là, c'est ça, la question qu'on se pose. C'est qu'on a des enjeux dans les RPA. Vous le savez, il y a eu des éclosions dans les RPA. Il n'y a pas, dans les RPA, habituellement, le personnel infirmier qui est là. Alors là, si les propriétaires demandent à l'établissement, donc aux CISSS et aux CIUSSS, d'envoyer du personnel infirmier pour venir les aider dans une situation où, en théorie, la responsabilité relève des propriétaires et non du ministère, on s'entend, alors là, on se retrouve devant un choix qui n'est pas facile, mais je vais vous dire que la réponse, elle l'est.",non,,,,,non,non,
202012011q,2020-12-01,93,"C'est qu'on a des enjeux dans les RPA. Vous le savez, il y a eu des éclosions dans les RPA. Il n'y a pas, dans les RPA, habituellement, le personnel infirmier qui est là. Alors là, si les propriétaires demandent à l'établissement, donc aux CISSS et aux CIUSSS, d'envoyer du personnel infirmier pour venir les aider dans une situation où, en théorie, la responsabilité relève des propriétaires et non du ministère, on s'entend, alors là, on se retrouve devant un choix qui n'est pas facile, mais je vais vous dire que la réponse, elle l'est. C'est : Est-ce qu'on doit faire du délestage pour permettre au personnel infirmier de partir des hôpitaux puis d'aller dans les RPA?",non,,,,,non,oui,
202012011q,2020-12-01,94,"Vous le savez, il y a eu des éclosions dans les RPA. Il n'y a pas, dans les RPA, habituellement, le personnel infirmier qui est là. Alors là, si les propriétaires demandent à l'établissement, donc aux CISSS et aux CIUSSS, d'envoyer du personnel infirmier pour venir les aider dans une situation où, en théorie, la responsabilité relève des propriétaires et non du ministère, on s'entend, alors là, on se retrouve devant un choix qui n'est pas facile, mais je vais vous dire que la réponse, elle l'est. C'est : Est-ce qu'on doit faire du délestage pour permettre au personnel infirmier de partir des hôpitaux puis d'aller dans les RPA? Parce que l'autre choix, c'est de laisser une RPA en difficulté parce qu'on dit : On n'a pas le personnel pour le faire dans le réseau hospitalier.",non,,,,,non,oui,
202012011q,2020-12-01,95,"Il n'y a pas, dans les RPA, habituellement, le personnel infirmier qui est là. Alors là, si les propriétaires demandent à l'établissement, donc aux CISSS et aux CIUSSS, d'envoyer du personnel infirmier pour venir les aider dans une situation où, en théorie, la responsabilité relève des propriétaires et non du ministère, on s'entend, alors là, on se retrouve devant un choix qui n'est pas facile, mais je vais vous dire que la réponse, elle l'est. C'est : Est-ce qu'on doit faire du délestage pour permettre au personnel infirmier de partir des hôpitaux puis d'aller dans les RPA? Parce que l'autre choix, c'est de laisser une RPA en difficulté parce qu'on dit : On n'a pas le personnel pour le faire dans le réseau hospitalier. Alors, c'est ça qui est difficile en ce moment, là.",non,,,,,non,oui,
202012011q,2020-12-01,96,"Alors là, si les propriétaires demandent à l'établissement, donc aux CISSS et aux CIUSSS, d'envoyer du personnel infirmier pour venir les aider dans une situation où, en théorie, la responsabilité relève des propriétaires et non du ministère, on s'entend, alors là, on se retrouve devant un choix qui n'est pas facile, mais je vais vous dire que la réponse, elle l'est. C'est : Est-ce qu'on doit faire du délestage pour permettre au personnel infirmier de partir des hôpitaux puis d'aller dans les RPA? Parce que l'autre choix, c'est de laisser une RPA en difficulté parce qu'on dit : On n'a pas le personnel pour le faire dans le réseau hospitalier. Alors, c'est ça qui est difficile en ce moment, là. Alors, quand on vous dit que le réseau est fragile, c'est qu'il va falloir, si la situation continue d'être difficile dans certaines RPA, il va falloir faire plus de délestage parce qu'en ce moment le réseau est déjà à sa limite, et l'exemple de Québec, c'est le plus bel exemple.",non,,,,,non,oui,
202012011q,2020-12-01,97,"C'est : Est-ce qu'on doit faire du délestage pour permettre au personnel infirmier de partir des hôpitaux puis d'aller dans les RPA? Parce que l'autre choix, c'est de laisser une RPA en difficulté parce qu'on dit : On n'a pas le personnel pour le faire dans le réseau hospitalier. Alors, c'est ça qui est difficile en ce moment, là. Alors, quand on vous dit que le réseau est fragile, c'est qu'il va falloir, si la situation continue d'être difficile dans certaines RPA, il va falloir faire plus de délestage parce qu'en ce moment le réseau est déjà à sa limite, et l'exemple de Québec, c'est le plus bel exemple. Alors, c'est pour ça qu'on demande aux gens, quand on dit, là, il faut.",non,,,,,non,oui,
202012011q,2020-12-01,98,"Parce que l'autre choix, c'est de laisser une RPA en difficulté parce qu'on dit : On n'a pas le personnel pour le faire dans le réseau hospitalier. Alors, c'est ça qui est difficile en ce moment, là. Alors, quand on vous dit que le réseau est fragile, c'est qu'il va falloir, si la situation continue d'être difficile dans certaines RPA, il va falloir faire plus de délestage parce qu'en ce moment le réseau est déjà à sa limite, et l'exemple de Québec, c'est le plus bel exemple. Alors, c'est pour ça qu'on demande aux gens, quand on dit, là, il faut. on ne peut pas choisir entre de traiter des patients COVID ou de traiter des patients réguliers.",non,,,,,non,non,
202012011q,2020-12-01,99,"Alors, c'est ça qui est difficile en ce moment, là. Alors, quand on vous dit que le réseau est fragile, c'est qu'il va falloir, si la situation continue d'être difficile dans certaines RPA, il va falloir faire plus de délestage parce qu'en ce moment le réseau est déjà à sa limite, et l'exemple de Québec, c'est le plus bel exemple. Alors, c'est pour ça qu'on demande aux gens, quand on dit, là, il faut. on ne peut pas choisir entre de traiter des patients COVID ou de traiter des patients réguliers. Ce qu'il faut, c'est arrêter les contacts, dans les RPA, pour être sûr qu'on n'a pas à transférer du personnel qu'on n'a pas, là, pour être très, très clair, là.",non,,,,,non,non,
202012011q,2020-12-01,100,"Alors, quand on vous dit que le réseau est fragile, c'est qu'il va falloir, si la situation continue d'être difficile dans certaines RPA, il va falloir faire plus de délestage parce qu'en ce moment le réseau est déjà à sa limite, et l'exemple de Québec, c'est le plus bel exemple. Alors, c'est pour ça qu'on demande aux gens, quand on dit, là, il faut. on ne peut pas choisir entre de traiter des patients COVID ou de traiter des patients réguliers. Ce qu'il faut, c'est arrêter les contacts, dans les RPA, pour être sûr qu'on n'a pas à transférer du personnel qu'on n'a pas, là, pour être très, très clair, là. Le Modérateur : Olivier Bossé, Le Soleil.",non,,,,,non,non,
202012011q,2020-12-01,101,"Alors, c'est pour ça qu'on demande aux gens, quand on dit, là, il faut. on ne peut pas choisir entre de traiter des patients COVID ou de traiter des patients réguliers. Ce qu'il faut, c'est arrêter les contacts, dans les RPA, pour être sûr qu'on n'a pas à transférer du personnel qu'on n'a pas, là, pour être très, très clair, là. Le Modérateur : Olivier Bossé, Le Soleil. Bossé (Olivier) : Bonjour.",non,,,,,non,non,
202012011q,2020-12-01,102,"on ne peut pas choisir entre de traiter des patients COVID ou de traiter des patients réguliers. Ce qu'il faut, c'est arrêter les contacts, dans les RPA, pour être sûr qu'on n'a pas à transférer du personnel qu'on n'a pas, là, pour être très, très clair, là. Le Modérateur : Olivier Bossé, Le Soleil. Bossé (Olivier) : Bonjour. Première question pour Dr Arruda.",non,,,,,non,non,
202012011q,2020-12-01,103,"Ce qu'il faut, c'est arrêter les contacts, dans les RPA, pour être sûr qu'on n'a pas à transférer du personnel qu'on n'a pas, là, pour être très, très clair, là. Le Modérateur : Olivier Bossé, Le Soleil. Bossé (Olivier) : Bonjour. Première question pour Dr Arruda. Les 142 000 Québécois qui ont eu la COVID depuis neuf fois, est-ce qu'ils devront être vaccinés?",non,,,,,non,oui,
202012011q,2020-12-01,104,"Le Modérateur : Olivier Bossé, Le Soleil. Bossé (Olivier) : Bonjour. Première question pour Dr Arruda. Les 142 000 Québécois qui ont eu la COVID depuis neuf fois, est-ce qu'ils devront être vaccinés? M. Arruda (Horacio) :",non,,,,,non,oui,
202012011q,2020-12-01,105,"Bossé (Olivier) : Bonjour. Première question pour Dr Arruda. Les 142 000 Québécois qui ont eu la COVID depuis neuf fois, est-ce qu'ils devront être vaccinés? M. Arruda (Horacio) : Dans le contexte des informations qu'on a actuellement, compte tenu qu'on ne considère pas que ces personnes vont avoir une immunité à long terme, la vaccination va être recommandée.",oui,sciences naturelles,na. il n'y a pas de source specifique mentionnee dans cet extrait concernant la necessite pour les personnes ayant deja eu la covid-19 de se faire vacciner.,suppression,neutre,non,oui,NA
202012011q,2020-12-01,106,"Première question pour Dr Arruda. Les 142 000 Québécois qui ont eu la COVID depuis neuf fois, est-ce qu'ils devront être vaccinés? M. Arruda (Horacio) : Dans le contexte des informations qu'on a actuellement, compte tenu qu'on ne considère pas que ces personnes vont avoir une immunité à long terme, la vaccination va être recommandée. Bossé (Olivier) : M. Dubé, vous dites :",non,,,,,non,oui,
202012011q,2020-12-01,107,"Les 142 000 Québécois qui ont eu la COVID depuis neuf fois, est-ce qu'ils devront être vaccinés? M. Arruda (Horacio) : Dans le contexte des informations qu'on a actuellement, compte tenu qu'on ne considère pas que ces personnes vont avoir une immunité à long terme, la vaccination va être recommandée. Bossé (Olivier) : M. Dubé, vous dites : On n'a pas ce personnel-là pour l'envoyer dans les RPA.",non,,,,,non,oui,
202012011q,2020-12-01,108,"M. Arruda (Horacio) : Dans le contexte des informations qu'on a actuellement, compte tenu qu'on ne considère pas que ces personnes vont avoir une immunité à long terme, la vaccination va être recommandée. Bossé (Olivier) : M. Dubé, vous dites : On n'a pas ce personnel-là pour l'envoyer dans les RPA. Mais si vous arrivez à devoir prendre cette décision-là, je comprends que vous allez les envoyer, là.",non,,,,,non,non,
202012011q,2020-12-01,109,"Dans le contexte des informations qu'on a actuellement, compte tenu qu'on ne considère pas que ces personnes vont avoir une immunité à long terme, la vaccination va être recommandée. Bossé (Olivier) : M. Dubé, vous dites : On n'a pas ce personnel-là pour l'envoyer dans les RPA. Mais si vous arrivez à devoir prendre cette décision-là, je comprends que vous allez les envoyer, là. Dubé : Tout à fait.",non,,,,,non,non,
202012011q,2020-12-01,110,"Bossé (Olivier) : M. Dubé, vous dites : On n'a pas ce personnel-là pour l'envoyer dans les RPA. Mais si vous arrivez à devoir prendre cette décision-là, je comprends que vous allez les envoyer, là. Dubé : Tout à fait. Alors, c'est ça que je dis, c'est que le choix qu'on a. Bossé (Olivier) : Donc, il y a du délestage, c'est ça.",non,,,,,non,non,
202012011q,2020-12-01,111,"On n'a pas ce personnel-là pour l'envoyer dans les RPA. Mais si vous arrivez à devoir prendre cette décision-là, je comprends que vous allez les envoyer, là. Dubé : Tout à fait. Alors, c'est ça que je dis, c'est que le choix qu'on a. Bossé (Olivier) : Donc, il y a du délestage, c'est ça. Dubé :.",non,,,,,non,non,
202012011q,2020-12-01,112,"Mais si vous arrivez à devoir prendre cette décision-là, je comprends que vous allez les envoyer, là. Dubé : Tout à fait. Alors, c'est ça que je dis, c'est que le choix qu'on a. Bossé (Olivier) : Donc, il y a du délestage, c'est ça. Dubé :. qui n'est pas vraiment un choix.",non,,,,,non,non,
202012011q,2020-12-01,113,"Dubé : Tout à fait. Alors, c'est ça que je dis, c'est que le choix qu'on a. Bossé (Olivier) : Donc, il y a du délestage, c'est ça. Dubé :. qui n'est pas vraiment un choix. C'est malheureusement d'être obligé de faire du délestage dans notre réseau régulier pour libérer du personnel pour aller aider dans les RPA.",non,,,,,non,non,
202012011q,2020-12-01,114,"Alors, c'est ça que je dis, c'est que le choix qu'on a. Bossé (Olivier) : Donc, il y a du délestage, c'est ça. Dubé :. qui n'est pas vraiment un choix. C'est malheureusement d'être obligé de faire du délestage dans notre réseau régulier pour libérer du personnel pour aller aider dans les RPA. C'est ça, le choix qu'il va falloir prendre.",non,,,,,non,non,
202012011q,2020-12-01,115,"Dubé :. qui n'est pas vraiment un choix. C'est malheureusement d'être obligé de faire du délestage dans notre réseau régulier pour libérer du personnel pour aller aider dans les RPA. C'est ça, le choix qu'il va falloir prendre. Mais, malheureusement, ce qu'on va faire, c'est qu'on va être obligés de délester des opérations normales de tout ce qu'on.",non,,,,,non,non,
202012011q,2020-12-01,116,"qui n'est pas vraiment un choix. C'est malheureusement d'être obligé de faire du délestage dans notre réseau régulier pour libérer du personnel pour aller aider dans les RPA. C'est ça, le choix qu'il va falloir prendre. Mais, malheureusement, ce qu'on va faire, c'est qu'on va être obligés de délester des opérations normales de tout ce qu'on. En ce moment, là, dans notre personnel, puis dans nos hospitalisations, puis dans nos chirurgies, on a réussi, malgré la deuxième vague, à rouler à peu près à 80 %, nos chirurgies, tout ça, ce qui était excellent, ce qui n'était pas le cas du tout de la première vague.",non,,,,,non,non,
